date,service,type_document,chemin_fichier
2023-12-04,Commande Publique/Autres types de contrats,deliberations,module1-nettoyage/data/classe\deliberations\2023\commande-publique-autres-types-de-contrats\2023-12-04_deliberations_commande-publique-autres-types-de-contrats_2023-0425.csv
2023-12-04,Commande Publique/Marches publics,deliberations,module1-nettoyage/data/classe\deliberations\2023\commande-publique-marches-publics\2023-12-04_deliberations_commande-publique-marches-publics_2023-0454.csv
2023-12-04,Commande Publique/Actes relatifs a la maitrise d oeuvre,deliberations,module1-nettoyage/data/classe\deliberations\2023\commande-publique-actes-relatifs-a-la-maitrise-d-o\2023-12-04_deliberations_commande-publique-actes-relatifs-a-la-maitrise-d-o_2023-0452.csv
2023-12-04,Domaine et patrimoine/Acquisitions,deliberations,module1-nettoyage/data/classe\deliberations\2023\domaine-et-patrimoine-acquisitions\2023-12-04_deliberations_domaine-et-patrimoine-acquisitions_2023-0419.csv
2023-12-04,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2023\finances-locales-subventions\2023-12-04_deliberations_finances-locales-subventions_2023-0413.csv
2023-12-04,Domaine et patrimoine/Acquisitions,deliberations,module1-nettoyage/data/classe\deliberations\2023\domaine-et-patrimoine-acquisitions\2023-12-04_deliberations_domaine-et-patrimoine-acquisitions_2023-0412.csv
2023-12-04,Finances locales/Decisions budgetaires,deliberations,module1-nettoyage/data/classe\deliberations\2023\finances-locales-decisions-budgetaires\2023-12-04_deliberations_finances-locales-decisions-budgetaires_2023-0473.csv
2023-12-04,Finances locales/Divers,deliberations,module1-nettoyage/data/classe\deliberations\2023\finances-locales-divers\2023-12-04_deliberations_finances-locales-divers_2023-0408.csv
2023-12-04,Commande Publique/Actes relatifs a la maitrise d oeuvre,deliberations,module1-nettoyage/data/classe\deliberations\2023\commande-publique-actes-relatifs-a-la-maitrise-d-o\2023-12-04_deliberations_commande-publique-actes-relatifs-a-la-maitrise-d-o_2023-0360.csv
2023-12-04,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2023\finances-locales-subventions\2023-12-04_deliberations_finances-locales-subventions_2023-0447.csv
2023-12-04,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2023\finances-locales-subventions\2023-12-04_deliberations_finances-locales-subventions_2023-0403.csv
2023-12-04,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2023\finances-locales-subventions\2023-12-04_deliberations_finances-locales-subventions_2023-0438.csv
2023-12-04,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2023\finances-locales-subventions\2023-12-04_deliberations_finances-locales-subventions_2023-0431.csv
2023-12-04,Finances locales/Decisions budgetaires,deliberations,module1-nettoyage/data/classe\deliberations\2023\finances-locales-decisions-budgetaires\2023-12-04_deliberations_finances-locales-decisions-budgetaires_2023-0466.csv
2023-12-04,Finances locales/Emprunts,deliberations,module1-nettoyage/data/classe\deliberations\2023\finances-locales-emprunts\2023-12-04_deliberations_finances-locales-emprunts_2023-0428.csv
2023-12-04,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2023\finances-locales-subventions\2023-12-04_deliberations_finances-locales-subventions_2023-0430.csv
2023-12-04,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2023\finances-locales-subventions\2023-12-04_deliberations_finances-locales-subventions_2023-0398.csv
2023-12-04,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2023\finances-locales-subventions\2023-12-04_deliberations_finances-locales-subventions_2023-0382.csv
2023-12-04,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2023\finances-locales-subventions\2023-12-04_deliberations_finances-locales-subventions_2023-0387.csv
2023-12-04,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2023\finances-locales-subventions\2023-12-04_deliberations_finances-locales-subventions_2023-0374.csv
2023-12-04,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2023\finances-locales-subventions\2023-12-04_deliberations_finances-locales-subventions_2023-0440.csv
2023-12-04,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2023\finances-locales-subventions\2023-12-04_deliberations_finances-locales-subventions_2023-0376.csv
2023-12-04,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2023\finances-locales-subventions\2023-12-04_deliberations_finances-locales-subventions_2023-0372.csv
2023-10-09,Commande Publique/Actes relatifs a la maitrise d oeuvre,deliberations,module1-nettoyage/data/classe\deliberations\2023\commande-publique-actes-relatifs-a-la-maitrise-d-o\2023-10-09_deliberations_commande-publique-actes-relatifs-a-la-maitrise-d-o_dcm-2023-0325bi.csv
2023-10-09,Autres domaines de competences/Voeux et motions,deliberations,module1-nettoyage/data/classe\deliberations\2023\autres-domaines-de-competences-voeux-et-motions\2023-10-09_deliberations_autres-domaines-de-competences-voeux-et-motions_2023-0344.csv
2023-10-09,Commande Publique/Autres types de contrats,deliberations,module1-nettoyage/data/classe\deliberations\2023\commande-publique-autres-types-de-contrats\2023-10-09_deliberations_commande-publique-autres-types-de-contrats_2023-0329.csv
2023-10-09,Autres domaines de competences/Autres domaines de competences des communes,deliberations,module1-nettoyage/data/classe\deliberations\2023\autres-domaines-de-competences-autres-domaines-de-\2023-10-09_deliberations_autres-domaines-de-competences-autres-domaines-de-_2023-0306.csv
2023-10-09,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2023\finances-locales-subventions\2023-10-09_deliberations_finances-locales-subventions_2023-0341.csv
2023-10-09,"Finances locales/Prise de participation (SEM, etc...)",deliberations,module1-nettoyage/data/classe\deliberations\2023\finances-locales-prise-de-participation-sem-etc\2023-10-09_deliberations_finances-locales-prise-de-participation-sem-etc_2023-0317.csv
2023-10-09,Finances locales/Divers,deliberations,module1-nettoyage/data/classe\deliberations\2023\finances-locales-divers\2023-10-09_deliberations_finances-locales-divers_2023-0323.csv
2023-10-09,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2023\finances-locales-subventions\2023-10-09_deliberations_finances-locales-subventions_2023-0322.csv
2023-10-09,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2023\finances-locales-subventions\2023-10-09_deliberations_finances-locales-subventions_2023-0318.csv
2023-10-09,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2023\finances-locales-subventions\2023-10-09_deliberations_finances-locales-subventions_2023-0313.csv
2023-09-18,Finances locales/Decisions budgetaires,deliberations,module1-nettoyage/data/classe\deliberations\2023\finances-locales-decisions-budgetaires\2023-09-18_deliberations_finances-locales-decisions-budgetaires_dcm-2023-0302.csv
2023-09-18,Institutions et vie politique/Delegation de fonctions,deliberations,module1-nettoyage/data/classe\deliberations\2023\institutions-et-vie-politique-delegation-de-foncti\2023-09-18_deliberations_institutions-et-vie-politique-delegation-de-foncti_dcm-2023-0289.csv
2023-09-18,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2023\finances-locales-subventions\2023-09-18_deliberations_finances-locales-subventions_dcm-2023-0283.csv
2023-09-18,Domaine et patrimoine/Autres actes de gestion du domaine public,deliberations,module1-nettoyage/data/classe\deliberations\2023\domaine-et-patrimoine-autres-actes-de-gestion-du-d\2023-09-18_deliberations_domaine-et-patrimoine-autres-actes-de-gestion-du-d_dcm-2023-0270.csv
2023-09-18,Domaine et patrimoine/Alienations,deliberations,module1-nettoyage/data/classe\deliberations\2023\domaine-et-patrimoine-alienations\2023-09-18_deliberations_domaine-et-patrimoine-alienations_dcm-2023-0269.csv
2023-09-18,Institutions et vie politique/Fonctionnement des assemblees,deliberations,module1-nettoyage/data/classe\deliberations\2023\institutions-et-vie-politique-fonctionnement-des-a\2023-09-18_deliberations_institutions-et-vie-politique-fonctionnement-des-a_dcm-2023-0258.csv
2023-09-18,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2023\finances-locales-subventions\2023-09-18_deliberations_finances-locales-subventions_dcm-2023-0279.csv
2023-09-18,Commande Publique/Actes relatifs a la maitrise d oeuvre,deliberations,module1-nettoyage/data/classe\deliberations\2023\commande-publique-actes-relatifs-a-la-maitrise-d-o\2023-09-18_deliberations_commande-publique-actes-relatifs-a-la-maitrise-d-o_dcm-2023-0263.csv
2023-09-18,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2023\finances-locales-subventions\2023-09-18_deliberations_finances-locales-subventions_dcm-2023-0261.csv
2023-09-18,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2023\finances-locales-subventions\2023-09-18_deliberations_finances-locales-subventions_dcm-2023-0254.csv
2023-09-18,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2023\finances-locales-subventions\2023-09-18_deliberations_finances-locales-subventions_dcm-2023-0242.csv
2023-09-18,Institutions et vie politique/Fonctionnement des assemblees,deliberations,module1-nettoyage/data/classe\deliberations\2023\institutions-et-vie-politique-fonctionnement-des-a\2023-09-18_deliberations_institutions-et-vie-politique-fonctionnement-des-a_dcm-2023-0234.csv
2023-06-26,Domaine et patrimoine/Acquisitions,deliberations,module1-nettoyage/data/classe\deliberations\2023\domaine-et-patrimoine-acquisitions\2023-06-26_deliberations_domaine-et-patrimoine-acquisitions_dcm-2023-0194-b.csv
2023-06-26,Institutions et vie politique/Intercommunalite,deliberations,module1-nettoyage/data/classe\deliberations\2023\institutions-et-vie-politique-intercommunalite\2023-06-26_deliberations_institutions-et-vie-politique-intercommunalite_dcm-2023-0225.csv
2023-06-26,Finances locales/Divers,deliberations,module1-nettoyage/data/classe\deliberations\2023\finances-locales-divers\2023-06-26_deliberations_finances-locales-divers_dcm-2023-0224.csv
2023-06-26,Commande Publique/Autres types de contrats,deliberations,module1-nettoyage/data/classe\deliberations\2023\commande-publique-autres-types-de-contrats\2023-06-26_deliberations_commande-publique-autres-types-de-contrats_dcm-2023-0219.csv
2023-06-26,Institutions et vie politique/Delegation de fonctions,deliberations,module1-nettoyage/data/classe\deliberations\2023\institutions-et-vie-politique-delegation-de-foncti\2023-06-26_deliberations_institutions-et-vie-politique-delegation-de-foncti_dcm-2023-0214.csv
2023-06-26,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2023\finances-locales-subventions\2023-06-26_deliberations_finances-locales-subventions_dcm-2023-0182.csv
2023-06-26,Domaines de competences par themes/Aide sociale,deliberations,module1-nettoyage/data/classe\deliberations\2023\domaines-de-competences-par-themes-aide-sociale\2023-06-26_deliberations_domaines-de-competences-par-themes-aide-sociale_dcm-2023-173.csv
2023-06-26,Domaine et patrimoine/Autres actes de gestion du domaine prive,deliberations,module1-nettoyage/data/classe\deliberations\2023\domaine-et-patrimoine-autres-actes-de-gestion-du-d\2023-06-26_deliberations_domaine-et-patrimoine-autres-actes-de-gestion-du-d_dcm-2023-0157.csv
2023-06-26,Domaines de competences par themes/Environnement,deliberations,module1-nettoyage/data/classe\deliberations\2023\domaines-de-competences-par-themes-environnement\2023-06-26_deliberations_domaines-de-competences-par-themes-environnement_dcm-2023-0205.csv
2023-06-26,Domaine et patrimoine/Locations,deliberations,module1-nettoyage/data/classe\deliberations\2023\domaine-et-patrimoine-locations\2023-06-26_deliberations_domaine-et-patrimoine-locations_dcm-2023-0187.csv
2023-06-26,Finances locales/Decisions budgetaires,deliberations,module1-nettoyage/data/classe\deliberations\2023\finances-locales-decisions-budgetaires\2023-06-26_deliberations_finances-locales-decisions-budgetaires_dcm-2023-0229.csv
2023-06-26,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2023\finances-locales-subventions\2023-06-26_deliberations_finances-locales-subventions_dcm-2023-0211.csv
2023-06-26,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2023\finances-locales-subventions\2023-06-26_deliberations_finances-locales-subventions_dcm-2023-0201.csv
2023-06-26,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2023\finances-locales-subventions\2023-06-26_deliberations_finances-locales-subventions_dcm-2023-0200.csv
2023-06-26,Finances locales/Fiscalite,deliberations,module1-nettoyage/data/classe\deliberations\2023\finances-locales-fiscalite\2023-06-26_deliberations_finances-locales-fiscalite_dcm-2023-0185.csv
2023-06-26,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2023\finances-locales-subventions\2023-06-26_deliberations_finances-locales-subventions_dcm-2023-0163.csv
2023-06-26,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2023\finances-locales-subventions\2023-06-26_deliberations_finances-locales-subventions_dcm-2023-0166.csv
2023-06-26,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2023\finances-locales-subventions\2023-06-26_deliberations_finances-locales-subventions_dcm-2023-0164.csv
2023-06-26,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2023\finances-locales-subventions\2023-06-26_deliberations_finances-locales-subventions_dcm-2023-0159.csv
